Lot Area,Overall Qual,Overall Cond,Year Built,Gr Liv Area,Bedroom AbvGr,Garage Cars,SalePrice
15431.0,10.0,5.0,2008.0,2402.0,2.0,3.0,555000
13173.0,9.0,5.0,2006.0,1652.0,2.0,2.0,325000
14230.0,8.0,5.0,2007.0,1600.0,3.0,,256300
12704.0,8.0,5.0,2008.0,2042.0,3.0,3.0,253293
12350.0,9.0,5.0,2009.0,2690.0,3.0,3.0,398800
11308.0,9.0,5.0,2008.0,,3.0,3.0,335000
12350.0,9.0,5.0,2008.0,2020.0,3.0,3.0,404000
,10.0,5.0,2009.0,,3.0,3.0,402861
13478.0,10.0,5.0,2008.0,2296.0,3.0,3.0,451950
13693.0,10.0,5.0,2007.0,,2.0,3.0,610000
13891.0,9.0,5.0,2008.0,2822.0,4.0,3.0,582933
11578.0,9.0,5.0,2008.0,1736.0,3.0,3.0,360000
16870.0,8.0,5.0,2004.0,1782.0,3.0,3.0,296000
,8.0,5.0,2007.0,2520.0,5.0,,409900
11146.0,8.0,5.0,2006.0,1717.0,3.0,3.0,255500
10367.0,9.0,5.0,2008.0,1743.0,3.0,3.0,335000
,8.0,5.0,2004.0,1713.0,3.0,3.0,274900
10872.0,9.0,5.0,2006.0,1531.0,2.0,3.0,300000
13514.0,9.0,5.0,2008.0,1808.0,3.0,3.0,324000
8834.0,9.0,5.0,2004.0,2224.0,4.0,3.0,350000
11362.0,8.0,5.0,2004.0,1836.0,3.0,3.0,280000
10655.0,8.0,5.0,2003.0,1629.0,3.0,3.0,284000
12878.0,7.0,5.0,2003.0,1760.0,3.0,2.0,269500
9541.0,7.0,5.0,2009.0,1502.0,3.0,2.0,233170
13472.0,10.0,,2003.0,2392.0,3.0,3.0,386250
15274.0,9.0,5.0,2003.0,,3.0,3.0,445000
13262.0,8.0,5.0,2003.0,2400.0,4.0,3.0,290000
,8.0,5.0,2006.0,1606.0,3.0,3.0,255900
6904.0,6.0,5.0,2005.0,1358.0,2.0,2.0,213000
5381.0,6.0,5.0,,1306.0,1.0,2.0,196000
5122.0,6.0,5.0,2005.0,1306.0,1.0,2.0,184500
10307.0,7.0,5.0,2007.0,1358.0,2.0,2.0,212500
5001.0,7.0,5.0,2007.0,1314.0,2.0,2.0,230000
14836.0,10.0,5.0,2004.0,2492.0,2.0,3.0,552000
15262.0,8.0,,2003.0,2200.0,3.0,3.0,382500
7390.0,9.0,5.0,2008.0,1884.0,2.0,2.0,320000
6472.0,9.0,5.0,2008.0,1456.0,2.0,2.0,248500
,8.0,5.0,2002.0,1712.0,,3.0,286500
6240.0,8.0,5.0,,1324.0,,2.0,254000
3480.0,7.0,5.0,2003.0,1405.0,2.0,2.0,173000
2268.0,7.0,5.0,2003.0,1626.0,2.0,2.0,173000
10928.0,7.0,,2005.0,1456.0,3.0,2.0,184000
8918.0,6.0,5.0,2005.0,1490.0,3.0,2.0,167800
12589.0,6.0,5.0,2005.0,,3.0,2.0,174000
11911.0,6.0,5.0,2005.0,1560.0,3.0,2.0,174000
3684.0,7.0,5.0,2007.0,1555.0,2.0,3.0,174000
3635.0,7.0,5.0,2007.0,1569.0,1.0,3.0,175900
3182.0,7.0,5.0,2005.0,1555.0,2.0,,192500
3182.0,7.0,5.0,2005.0,,,2.0,181000
3182.0,7.0,5.0,2005.0,1220.0,2.0,2.0,180000
3182.0,7.0,5.0,2005.0,1145.0,2.0,2.0,160200
7795.0,7.0,,2004.0,1432.0,3.0,2.0,188500
8068.0,6.0,5.0,2002.0,2267.0,4.0,2.0,200000
9434.0,7.0,5.0,2004.0,1374.0,3.0,2.0,170000
7984.0,,5.0,2004.0,1630.0,3.0,2.0,189500
7750.0,8.0,5.0,2002.0,1419.0,3.0,2.0,184100
10125.0,7.0,5.0,2004.0,1594.0,3.0,2.0,195500
8965.0,7.0,5.0,2003.0,1489.0,3.0,2.0,192000
8174.0,7.0,5.0,2003.0,1342.0,3.0,2.0,178000
5063.0,7.0,,2007.0,1314.0,2.0,2.0,207500
8795.0,7.0,5.0,2000.0,2256.0,4.0,2.0,236000
12891.0,8.0,5.0,2002.0,2004.0,4.0,3.0,257500
,6.0,5.0,2000.0,,3.0,2.0,244000
,7.0,5.0,2004.0,1374.0,3.0,2.0,167000
8123.0,6.0,5.0,,1800.0,3.0,2.0,179000
8433.0,6.0,5.0,2000.0,1514.0,,2.0,190000
7750.0,7.0,5.0,1999.0,1430.0,3.0,2.0,156000
15896.0,7.0,5.0,1999.0,2312.0,4.0,3.0,245000
24682.0,6.0,5.0,1999.0,1675.0,3.0,2.0,181000
8755.0,7.0,5.0,1999.0,2060.0,3.0,2.0,214000
7848.0,7.0,6.0,1999.0,1430.0,3.0,2.0,168000
9430.0,8.0,5.0,1999.0,2365.0,3.0,3.0,337000
,8.0,5.0,1995.0,2794.0,4.0,3.0,403000
12720.0,8.0,5.0,2000.0,2687.0,4.0,3.0,327000
16545.0,8.0,5.0,1998.0,2450.0,3.0,3.0,340000
12203.0,8.0,5.0,1998.0,2612.0,4.0,3.0,336000
10208.0,7.0,5.0,1996.0,2344.0,3.0,3.0,265000
10750.0,8.0,5.0,1994.0,2063.0,3.0,3.0,315000
9900.0,7.0,5.0,1993.0,2646.0,4.0,3.0,260000
9085.0,7.0,5.0,1995.0,2061.0,3.0,2.0,260000
11692.0,8.0,5.0,1993.0,2232.0,3.0,,263550
46589.0,8.0,7.0,1994.0,2448.0,,3.0,402000
29959.0,7.0,6.0,1994.0,,3.0,2.0,248000
9612.0,,5.0,2008.0,1468.0,3.0,3.0,244600
11194.0,8.0,5.0,2008.0,1696.0,3.0,3.0,275000
10206.0,8.0,5.0,2008.0,1658.0,3.0,3.0,257500
9262.0,8.0,5.0,2008.0,1578.0,3.0,3.0,287090
10130.0,8.0,5.0,,1702.0,3.0,3.0,275500
9139.0,8.0,5.0,2006.0,1432.0,3.0,2.0,245000
9675.0,,5.0,2005.0,1971.0,3.0,,253000
11128.0,9.0,5.0,2005.0,2490.0,2.0,3.0,468000
8640.0,7.0,5.0,2009.0,1852.0,3.0,2.0,252678
9000.0,8.0,5.0,2008.0,1590.0,3.0,2.0,210000
7862.0,6.0,5.0,2009.0,1218.0,2.0,2.0,208300
7993.0,7.0,5.0,2008.0,1436.0,3.0,2.0,225000
8640.0,8.0,,,1314.0,3.0,2.0,229456
8640.0,7.0,5.0,2008.0,1402.0,3.0,2.0,229800
12606.0,9.0,5.0,2007.0,1530.0,3.0,3.0,250000
9187.0,9.0,5.0,2009.0,1766.0,2.0,,370878
7500.0,8.0,5.0,2006.0,1448.0,2.0,2.0,238500
11003.0,,5.0,2008.0,2007.0,3.0,3.0,310000
10603.0,8.0,5.0,2006.0,1795.0,3.0,3.0,270000
10574.0,8.0,,2005.0,1953.0,3.0,3.0,252000
8125.0,7.0,5.0,2006.0,1550.0,2.0,2.0,241000
,8.0,5.0,2008.0,1836.0,3.0,2.0,264500
10625.0,7.0,5.0,2006.0,1662.0,3.0,3.0,291000
9375.0,7.0,5.0,2003.0,2094.0,4.0,2.0,263000
7500.0,7.0,5.0,2004.0,1221.0,2.0,2.0,185000
8736.0,7.0,5.0,2003.0,1553.0,3.0,2.0,234500
,7.0,5.0,2003.0,1653.0,3.0,2.0,209000
9605.0,7.0,6.0,2007.0,1218.0,3.0,2.0,159000
7500.0,,5.0,2006.0,1141.0,3.0,2.0,152000
7500.0,6.0,5.0,2004.0,1158.0,3.0,0.0,143500
10628.0,7.0,5.0,2004.0,1812.0,3.0,2.0,193000
10141.0,8.0,5.0,2004.0,1512.0,3.0,3.0,203000
10083.0,7.0,5.0,2003.0,1200.0,2.0,,184900
13072.0,7.0,5.0,2004.0,1114.0,3.0,2.0,159000
13072.0,5.0,5.0,2004.0,1114.0,3.0,0.0,142000
12450.0,5.0,5.0,2003.0,1114.0,3.0,2.0,153000
7328.0,7.0,5.0,2008.0,1450.0,2.0,3.0,224243
11492.0,7.0,5.0,1996.0,2122.0,4.0,2.0,220000
10994.0,8.0,5.0,2005.0,1844.0,2.0,2.0,257000
8529.0,,5.0,2001.0,1434.0,3.0,2.0,189000
7703.0,6.0,6.0,1992.0,1730.0,3.0,2.0,171500
10762.0,6.0,6.0,1980.0,1217.0,3.0,,120000
7175.0,6.0,5.0,1990.0,1332.0,2.0,2.0,145000
9109.0,7.0,5.0,1994.0,1540.0,3.0,2.0,184000
10274.0,6.0,7.0,1986.0,1400.0,,2.0,162000
8250.0,6.0,7.0,1981.0,1882.0,4.0,2.0,160000
8400.0,4.0,4.0,1950.0,841.0,2.0,1.0,82000
9000.0,6.0,3.0,1928.0,784.0,2.0,2.0,76000
9750.0,5.0,5.0,1962.0,980.0,3.0,2.0,110000
7064.0,5.0,6.0,,980.0,,,135000
8499.0,5.0,6.0,1961.0,864.0,3.0,2.0,141000
,5.0,5.0,1961.0,864.0,2.0,1.0,122000
9316.0,5.0,5.0,1965.0,1020.0,,1.0,124100
7791.0,5.0,8.0,1963.0,912.0,3.0,1.0,129000
10000.0,5.0,6.0,1961.0,1144.0,3.0,1.0,131400
8281.0,5.0,5.0,1965.0,864.0,3.0,1.0,62383
7150.0,5.0,6.0,1962.0,912.0,3.0,1.0,123000
15676.0,8.0,8.0,1980.0,2014.0,,3.0,275000
11949.0,7.0,8.0,1991.0,1755.0,3.0,2.0,235000
2880.0,7.0,5.0,2004.0,3005.0,3.0,,280750
3951.0,6.0,5.0,2009.0,1224.0,2.0,2.0,164500
3000.0,6.0,5.0,2009.0,1224.0,2.0,2.0,173733
3830.0,6.0,,2008.0,1726.0,,2.0,222000
4217.0,6.0,5.0,2008.0,1256.0,1.0,2.0,195000
3230.0,6.0,,1999.0,1471.0,3.0,2.0,172500
2998.0,6.0,5.0,2000.0,1512.0,2.0,2.0,180000
3768.0,7.0,5.0,1999.0,1452.0,3.0,2.0,156000
2645.0,8.0,5.0,1999.0,1739.0,3.0,2.0,172500
14694.0,8.0,9.0,1977.0,1694.0,2.0,2.0,318750
3782.0,8.0,5.0,,1226.0,1.0,2.0,211500
15417.0,7.0,5.0,1981.0,1740.0,2.0,2.0,241600
9600.0,8.0,5.0,1976.0,2499.0,4.0,2.0,180500
9991.0,4.0,4.0,1976.0,1620.0,3.0,2.0,150000
11700.0,6.0,6.0,1968.0,1556.0,4.0,2.0,154000
11717.0,6.0,6.0,,1442.0,2.0,2.0,185000
,6.0,7.0,1968.0,1489.0,3.0,2.0,185750
10382.0,7.0,,1973.0,2090.0,3.0,2.0,200000
12732.0,7.0,6.0,1974.0,2067.0,3.0,2.0,206000
12936.0,6.0,6.0,1972.0,1395.0,3.0,2.0,162000
10400.0,6.0,7.0,1967.0,2640.0,5.0,2.0,256900
17871.0,6.0,5.0,1967.0,1724.0,3.0,2.0,197900
9600.0,5.0,5.0,1969.0,1336.0,3.0,2.0,163000
9000.0,6.0,5.0,1969.0,1216.0,3.0,1.0,113000
13774.0,7.0,7.0,1977.0,2288.0,4.0,2.0,230000
9650.0,,5.0,1977.0,1334.0,2.0,,167900
10140.0,,,1998.0,1680.0,3.0,2.0,213250
8400.0,8.0,6.0,2001.0,1665.0,3.0,2.0,227000
7130.0,5.0,6.0,1967.0,864.0,2.0,1.0,130000
9600.0,5.0,5.0,1967.0,1568.0,3.0,2.0,143000
9100.0,5.0,6.0,1965.0,925.0,2.0,1.0,117500
9600.0,7.0,5.0,1974.0,2061.0,4.0,2.0,168500
16500.0,6.0,5.0,1971.0,1320.0,3.0,2.0,172500
9790.0,6.0,5.0,1967.0,1342.0,3.0,2.0,161500
7436.0,4.0,7.0,1960.0,894.0,,2.0,141500
8125.0,5.0,7.0,1959.0,864.0,3.0,1.0,118000
9100.0,6.0,6.0,1959.0,864.0,2.0,1.0,127500
9450.0,4.0,5.0,1957.0,1362.0,3.0,,140000
13495.0,5.0,6.0,1956.0,1728.0,3.0,2.0,177625
11475.0,5.0,5.0,1958.0,1776.0,4.0,,110000
10004.0,6.0,6.0,1964.0,1516.0,3.0,2.0,167000
9350.0,5.0,6.0,1961.0,1313.0,3.0,2.0,153000
10500.0,5.0,5.0,1964.0,1292.0,3.0,2.0,145100
11000.0,5.0,6.0,1966.0,1154.0,3.0,,154000
8970.0,5.0,6.0,,2140.0,4.0,2.0,177500
,6.0,6.0,1964.0,1445.0,3.0,2.0,158000
9600.0,5.0,6.0,1959.0,1041.0,3.0,1.0,124500
11475.0,6.0,6.0,1961.0,1576.0,4.0,2.0,174500
9768.0,5.0,5.0,1955.0,960.0,2.0,1.0,122000
5330.0,4.0,7.0,1940.0,708.0,2.0,0.0,82500
7015.0,5.0,4.0,1950.0,1203.0,3.0,1.0,110000
12160.0,,4.0,1953.0,1505.0,2.0,2.0,149500
9900.0,6.0,5.0,,1691.0,2.0,2.0,175000
9600.0,6.0,5.0,1953.0,1644.0,3.0,2.0,167000
9600.0,5.0,6.0,1956.0,1050.0,2.0,1.0,128900
9600.0,6.0,8.0,1950.0,1668.0,3.0,1.0,140000
9600.0,5.0,7.0,1950.0,1113.0,3.0,1.0,147000
8944.0,5.0,5.0,1967.0,1584.0,4.0,3.0,124000
10573.0,6.0,6.0,1961.0,1453.0,3.0,2.0,187500
9500.0,6.0,5.0,1963.0,1394.0,3.0,2.0,159000
14695.0,6.0,8.0,1966.0,1567.0,2.0,2.0,256000
13600.0,,6.0,1965.0,1986.0,3.0,2.0,205000
13000.0,6.0,6.0,1968.0,2142.0,4.0,1.0,193500
13560.0,6.0,3.0,1968.0,1392.0,2.0,2.0,110000
12513.0,4.0,4.0,1920.0,1738.0,4.0,1.0,104900
8760.0,5.0,7.0,1956.0,,3.0,1.0,150000
8400.0,6.0,3.0,1957.0,1478.0,,2.0,156500
12285.0,7.0,6.0,1960.0,1329.0,3.0,2.0,176000
9240.0,6.0,8.0,1959.0,988.0,3.0,1.0,149500
9600.0,6.0,6.0,1958.0,1632.0,3.0,1.0,139000
12400.0,6.0,7.0,1958.0,1215.0,3.0,1.0,155000
8750.0,5.0,5.0,1956.0,1202.0,3.0,1.0,120000
8750.0,5.0,5.0,1955.0,1382.0,3.0,1.0,153000
10400.0,4.0,5.0,1956.0,1200.0,3.0,1.0,144000
19296.0,6.0,5.0,1962.0,1382.0,3.0,2.0,176000
8532.0,5.0,6.0,1954.0,1297.0,3.0,2.0,153000
9482.0,5.0,4.0,1958.0,1866.0,4.0,2.0,135000
8128.0,6.0,7.0,1954.0,1062.0,,1.0,131000
10634.0,5.0,,1953.0,1319.0,3.0,1.0,123000
13070.0,5.0,5.0,1951.0,1112.0,2.0,2.0,126000
10434.0,4.0,5.0,1955.0,1005.0,2.0,2.0,115000
14559.0,5.0,7.0,1951.0,1363.0,,1.0,164900
8480.0,5.0,6.0,1945.0,793.0,2.0,1.0,113000
7626.0,5.0,8.0,1952.0,1031.0,2.0,1.0,145500
9533.0,5.0,5.0,1953.0,1210.0,2.0,1.0,102900
,3.0,5.0,1900.0,1699.0,3.0,2.0,95000
11419.0,7.0,7.0,1948.0,1527.0,3.0,2.0,152500
9600.0,5.0,6.0,1950.0,1200.0,3.0,1.0,129900
8000.0,6.0,6.0,,972.0,2.0,1.0,132000
5470.0,,5.0,1958.0,792.0,2.0,1.0,99900
10410.0,5.0,7.0,1916.0,,3.0,1.0,135000
10800.0,5.0,7.0,1939.0,,4.0,2.0,149000
8146.0,4.0,8.0,1900.0,1039.0,2.0,1.0,114000
9022.0,5.0,,1924.0,792.0,2.0,1.0,109500
10230.0,5.0,7.0,1925.0,,3.0,1.0,125000
10410.0,4.0,5.0,1915.0,2377.0,3.0,2.0,142900
7200.0,7.0,9.0,1910.0,1690.0,4.0,2.0,156500
,2.0,5.0,1940.0,599.0,2.0,0.0,59000
5400.0,4.0,6.0,1920.0,1374.0,2.0,1.0,105000
10800.0,5.0,7.0,1920.0,,2.0,2.0,106000
10800.0,3.0,5.0,1890.0,725.0,,1.0,78500
9671.0,6.0,5.0,,2544.0,6.0,3.0,190000
10143.0,6.0,7.0,1963.0,1380.0,3.0,1.0,154000
11500.0,6.0,4.0,1967.0,1040.0,3.0,2.0,163000
11643.0,5.0,5.0,1969.0,2634.0,6.0,4.0,200000
8010.0,6.0,9.0,1958.0,951.0,2.0,2.0,143500
10454.0,6.0,6.0,1957.0,1105.0,3.0,1.0,135000
8712.0,5.0,7.0,1957.0,1306.0,2.0,1.0,153000
17600.0,6.0,,1960.0,1478.0,3.0,2.0,157500
9000.0,6.0,6.0,1958.0,1142.0,2.0,1.0,113500
12144.0,5.0,7.0,1949.0,1268.0,3.0,1.0,133000
8544.0,3.0,,1950.0,1040.0,2.0,2.0,92900
,6.0,5.0,1950.0,1133.0,3.0,2.0,128500
7200.0,4.0,5.0,1949.0,1040.0,2.0,2.0,90000
7200.0,5.0,4.0,1950.0,1904.0,3.0,1.0,138000
7350.0,5.0,6.0,1958.0,1041.0,3.0,1.0,128000
7560.0,5.0,6.0,1958.0,,3.0,1.0,139000
7200.0,5.0,7.0,1952.0,,2.0,1.0,118900
8000.0,5.0,5.0,1959.0,1183.0,3.0,1.0,138000
7931.0,5.0,5.0,1959.0,1148.0,3.0,1.0,132500
10800.0,4.0,7.0,,1461.0,4.0,1.0,133500
8064.0,6.0,7.0,1948.0,1495.0,3.0,2.0,135000
7570.0,6.0,5.0,1964.0,1806.0,4.0,2.0,144750
8604.0,5.0,7.0,1978.0,,2.0,2.0,145000
7936.0,6.0,6.0,1963.0,1045.0,3.0,1.0,127000
6600.0,5.0,5.0,1962.0,894.0,2.0,1.0,109500
3950.0,6.0,8.0,,1224.0,3.0,1.0,115000
10440.0,5.0,6.0,1910.0,1230.0,2.0,2.0,110000
4080.0,6.0,8.0,1935.0,1378.0,3.0,1.0,128900
10307.0,6.0,5.0,1910.0,1944.0,4.0,2.0,103500
5720.0,5.0,6.0,1941.0,1131.0,3.0,1.0,66500
15660.0,5.0,8.0,1910.0,1306.0,3.0,,130000
9900.0,,8.0,1910.0,1464.0,3.0,0.0,129000
6406.0,5.0,6.0,1939.0,1558.0,3.0,2.0,150000
6600.0,5.0,4.0,1892.0,,4.0,1.0,107500
7627.0,4.0,6.0,1920.0,1701.0,4.0,0.0,94550
7596.0,5.0,5.0,1952.0,1960.0,4.0,2.0,124500
3378.0,7.0,8.0,1946.0,1389.0,3.0,1.0,135000
10134.0,5.0,5.0,,1447.0,3.0,0.0,103000
6000.0,,4.0,1953.0,936.0,2.0,2.0,93000
6000.0,5.0,7.0,1950.0,1328.0,3.0,1.0,129500
6000.0,5.0,4.0,1954.0,1387.0,,1.0,93000
7404.0,4.0,6.0,1920.0,861.0,2.0,2.0,80000
5925.0,2.0,4.0,1940.0,612.0,1.0,1.0,45000
5925.0,3.0,6.0,1910.0,968.0,2.0,0.0,37900
5784.0,5.0,8.0,1938.0,886.0,2.0,1.0,91300
8520.0,5.0,8.0,1923.0,792.0,2.0,1.0,99500
4456.0,4.0,5.0,1920.0,1452.0,2.0,0.0,113000
9600.0,4.0,4.0,1910.0,,3.0,2.0,87500
3500.0,5.0,7.0,1947.0,1284.0,2.0,1.0,110000
8100.0,5.0,5.0,1898.0,2138.0,2.0,2.0,106000
11700.0,7.0,7.0,1880.0,,4.0,4.0,265979
8400.0,6.0,7.0,,2007.0,3.0,1.0,160000
3600.0,6.0,7.0,1917.0,1288.0,3.0,1.0,119000
17671.0,8.0,9.0,1882.0,1742.0,,2.0,168000
3300.0,4.0,,1910.0,816.0,2.0,0.0,58500
9000.0,7.0,9.0,1920.0,1482.0,3.0,2.0,143000
7200.0,,4.0,1910.0,1022.0,2.0,1.0,85000
8820.0,5.0,6.0,1890.0,1869.0,2.0,2.0,124900
5400.0,6.0,6.0,1920.0,1480.0,3.0,1.0,119000
9720.0,6.0,7.0,1910.0,1521.0,4.0,3.0,146500
7879.0,4.0,5.0,1920.0,720.0,2.0,0.0,34900
,3.0,3.0,1900.0,797.0,2.0,0.0,44000
21384.0,5.0,6.0,1923.0,1576.0,3.0,2.0,223500
6615.0,6.0,6.0,1923.0,1432.0,3.0,1.0,149000
7264.0,7.0,7.0,1925.0,1548.0,3.0,2.0,205000
4960.0,5.0,7.0,1930.0,1654.0,3.0,1.0,137000
8854.0,6.0,,1916.0,952.0,2.0,1.0,121000
6000.0,4.0,,1936.0,1324.0,3.0,1.0,128000
6000.0,6.0,9.0,1937.0,1176.0,2.0,,134900
6000.0,5.0,8.0,1925.0,,3.0,1.0,117000
6000.0,6.0,6.0,1939.0,1412.0,4.0,1.0,132500
6000.0,5.0,5.0,1924.0,1142.0,3.0,1.0,93000
6000.0,6.0,7.0,1926.0,904.0,,,119000
6911.0,5.0,5.0,1924.0,1301.0,2.0,2.0,100000
6120.0,5.0,6.0,1936.0,1539.0,3.0,2.0,141500
6120.0,4.0,7.0,1935.0,1573.0,3.0,1.0,133000
,2.0,3.0,1936.0,800.0,1.0,0.0,60000
6120.0,,7.0,1931.0,875.0,2.0,1.0,105000
6120.0,5.0,6.0,,995.0,2.0,1.0,115000
6120.0,5.0,6.0,1938.0,1582.0,3.0,1.0,150000
8635.0,,5.0,1925.0,1072.0,,5.0,126500
11888.0,6.0,,1916.0,2134.0,5.0,2.0,214500
,7.0,8.0,1910.0,2019.0,,2.0,167500
8094.0,6.0,6.0,1915.0,1768.0,3.0,2.0,155000
2500.0,7.0,8.0,1915.0,1826.0,4.0,1.0,155000
9928.0,7.0,8.0,1915.0,1944.0,3.0,1.0,179900
5520.0,6.0,6.0,1912.0,2229.0,5.0,0.0,104000
3000.0,,1.0,,2128.0,4.0,0.0,62500
6876.0,6.0,5.0,1927.0,1930.0,4.0,1.0,149000
,4.0,5.0,1925.0,1208.0,2.0,2.0,103000
5775.0,6.0,7.0,1915.0,,3.0,1.0,123000
5852.0,7.0,5.0,1902.0,1864.0,6.0,0.0,97500
5160.0,6.0,6.0,1927.0,1666.0,3.0,1.0,135000
5160.0,4.0,6.0,1923.0,892.0,1.0,0.0,70000
10320.0,6.0,7.0,1915.0,1403.0,3.0,1.0,116000
,4.0,9.0,1946.0,704.0,2.0,1.0,88750
10800.0,5.0,5.0,1987.0,1200.0,3.0,0.0,179000
10800.0,5.0,5.0,1987.0,1200.0,3.0,0.0,179000
10547.0,5.0,5.0,1978.0,1152.0,2.0,1.0,159900
10020.0,1.0,,1922.0,904.0,1.0,0.0,61000
6629.0,6.0,6.0,1925.0,1369.0,3.0,1.0,103600
9780.0,5.0,3.0,1934.0,1112.0,4.0,1.0,63000
12886.0,5.0,6.0,1963.0,1464.0,3.0,2.0,175000
8816.0,5.0,6.0,1963.0,1121.0,3.0,2.0,139000
11184.0,6.0,5.0,1978.0,1683.0,3.0,2.0,172500
11625.0,5.0,6.0,1967.0,1052.0,3.0,1.0,113500
7800.0,5.0,7.0,1967.0,899.0,3.0,1.0,130000
8014.0,6.0,5.0,1978.0,1034.0,3.0,2.0,149900
7252.0,5.0,5.0,1982.0,858.0,2.0,2.0,134900
8740.0,5.0,6.0,1982.0,860.0,2.0,2.0,137000
11616.0,5.0,5.0,1962.0,1092.0,3.0,,139000
15400.0,5.0,5.0,1961.0,1774.0,4.0,1.0,165000
15312.0,6.0,5.0,1960.0,1138.0,,2.0,148000
15584.0,5.0,5.0,1956.0,2071.0,4.0,1.0,165000
9000.0,2.0,,1947.0,660.0,2.0,0.0,63900
11250.0,4.0,5.0,1957.0,1788.0,5.0,1.0,161500
25095.0,5.0,8.0,1968.0,1473.0,1.0,1.0,143000
17140.0,,6.0,1956.0,1229.0,3.0,1.0,135000
12342.0,4.0,5.0,1940.0,861.0,1.0,2.0,82500
10708.0,5.0,5.0,1955.0,1867.0,2.0,,190000
13680.0,3.0,5.0,1955.0,1733.0,4.0,2.0,139600
15635.0,4.0,5.0,1954.0,1383.0,,2.0,122000
9855.0,6.0,5.0,1956.0,1689.0,3.0,2.0,127500
9571.0,5.0,5.0,1956.0,1073.0,2.0,1.0,121500
9571.0,5.0,3.0,1958.0,1276.0,3.0,1.0,60000
9350.0,6.0,7.0,1946.0,1639.0,,1.0,154400
9340.0,4.0,6.0,1941.0,,2.0,1.0,113000
7440.0,5.0,6.0,1954.0,1089.0,3.0,1.0,125000
11500.0,4.0,3.0,1957.0,845.0,,1.0,84000
4235.0,5.0,5.0,1984.0,1049.0,2.0,1.0,139500
11409.0,5.0,,1949.0,1716.0,3.0,1.0,131000
9060.0,,5.0,1939.0,1258.0,2.0,1.0,105000
,4.0,5.0,1940.0,1510.0,4.0,1.0,108000
10778.0,7.0,6.0,1990.0,1061.0,1.0,2.0,162000
19255.0,6.0,5.0,,1338.0,2.0,2.0,156500
12327.0,8.0,8.0,1983.0,2132.0,1.0,2.0,316600
14684.0,7.0,7.0,1990.0,2196.0,,3.0,271900
9317.0,7.0,5.0,1993.0,,3.0,2.0,213000
10560.0,7.0,5.0,1993.0,1879.0,3.0,2.0,239900
9828.0,8.0,5.0,1995.0,2020.0,3.0,2.0,239500
26400.0,5.0,,1880.0,2016.0,4.0,,131000
7018.0,,5.0,1979.0,1535.0,4.0,2.0,118964
7018.0,5.0,5.0,1979.0,1224.0,2.0,2.0,153337
7018.0,5.0,5.0,1979.0,2228.0,6.0,2.0,147983
7018.0,5.0,5.0,1979.0,1535.0,4.0,2.0,118858
7018.0,5.0,5.0,1979.0,1535.0,4.0,2.0,118858
7018.0,,5.0,,2240.0,6.0,,142953
7040.0,,5.0,1979.0,1229.0,2.0,2.0,148325
7007.0,5.0,5.0,1979.0,1513.0,4.0,2.0,113722
11855.0,7.0,5.0,2000.0,2787.0,6.0,4.0,269500
7939.0,7.0,5.0,2000.0,2787.0,6.0,4.0,269500
7976.0,7.0,5.0,2000.0,2787.0,6.0,4.0,269500
10933.0,9.0,5.0,2009.0,1680.0,1.0,3.0,323262
10637.0,8.0,5.0,2007.0,1718.0,3.0,3.0,297000
10226.0,8.0,5.0,2008.0,1630.0,3.0,3.0,295493
10816.0,9.0,5.0,2008.0,1720.0,3.0,3.0,332000
9178.0,8.0,5.0,2008.0,1468.0,3.0,3.0,239900
10769.0,8.0,5.0,2007.0,1768.0,3.0,2.0,212000
11422.0,8.0,5.0,2007.0,1838.0,3.0,2.0,272500
11923.0,9.0,5.0,2007.0,1800.0,2.0,2.0,239000
8814.0,7.0,5.0,2006.0,1604.0,3.0,2.0,220000
6762.0,7.0,5.0,2007.0,,2.0,2.0,200000
10324.0,8.0,5.0,2008.0,1254.0,2.0,3.0,221800
7314.0,7.0,5.0,2007.0,1232.0,2.0,2.0,194500
11645.0,8.0,5.0,2005.0,1498.0,3.0,3.0,237000
11646.0,6.0,5.0,2005.0,1422.0,3.0,2.0,173000
12800.0,7.0,5.0,1989.0,1644.0,2.0,2.0,275000
16698.0,7.0,5.0,1992.0,1759.0,3.0,2.0,233500
28698.0,5.0,5.0,1967.0,2126.0,3.0,2.0,185000
12464.0,5.0,5.0,1996.0,1040.0,3.0,2.0,152000
9757.0,5.0,7.0,1994.0,990.0,3.0,1.0,143000
15426.0,6.0,5.0,1997.0,,3.0,2.0,231500
,7.0,6.0,1996.0,1661.0,3.0,2.0,212000
14753.0,7.0,5.0,1998.0,1463.0,3.0,2.0,207000
10859.0,5.0,,1994.0,1097.0,3.0,2.0,145000
8072.0,5.0,5.0,1994.0,990.0,3.0,2.0,138000
10400.0,7.0,5.0,1998.0,,3.0,2.0,197900
10335.0,7.0,5.0,1999.0,1501.0,3.0,2.0,204000
9017.0,7.0,5.0,1999.0,1431.0,3.0,2.0,192000
,6.0,5.0,1998.0,1772.0,3.0,2.0,200000
8935.0,7.0,5.0,2002.0,1660.0,3.0,2.0,195000
9808.0,7.0,5.0,2002.0,1573.0,3.0,2.0,227000
12420.0,7.0,5.0,2001.0,1840.0,3.0,,230000
16285.0,7.0,5.0,2001.0,1430.0,3.0,,187100
10739.0,7.0,5.0,,1444.0,3.0,2.0,203000
